cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,compressive_strength,source_label
105.386,0.0,0.0,163.447,16.913,1035.753,989.268,1,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
270.418,0.0,188.962,174.997,0.0,906.441,965.899,28,28.332,DETERMINISTIC_FALLBACK_NOT_UCI
204.046,0.0,134.256,229.058,29.932,941.565,732.731,14,8.303,DETERMINISTIC_FALLBACK_NOT_UCI
388.715,150.831,0.0,162.177,0.0,878.595,762.19,365,52.272,DETERMINISTIC_FALLBACK_NOT_UCI
310.82,95.297,118.306,227.049,17.389,963.088,931.204,28,34.454,DETERMINISTIC_FALLBACK_NOT_UCI
457.938,0.0,0.0,168.727,0.0,1042.162,666.189,56,41.281,DETERMINISTIC_FALLBACK_NOT_UCI
305.622,268.633,44.68,219.725,20.099,880.014,867.312,28,36.657,DETERMINISTIC_FALLBACK_NOT_UCI
490.62,345.638,149.535,193.875,0.0,843.886,801.31,28,55.315,DETERMINISTIC_FALLBACK_NOT_UCI
341.305,34.26,0.0,244.389,28.674,861.495,830.026,3,18.24,DETERMINISTIC_FALLBACK_NOT_UCI
400.99,298.405,168.592,208.357,17.456,1036.408,885.202,28,39.629,DETERMINISTIC_FALLBACK_NOT_UCI
241.259,327.365,22.424,206.986,31.342,838.018,619.642,90,42.134,DETERMINISTIC_FALLBACK_NOT_UCI
292.675,0.0,0.0,148.423,0.0,1029.422,659.999,28,22.644,DETERMINISTIC_FALLBACK_NOT_UCI
165.685,86.123,0.0,242.32,30.58,1112.423,713.785,28,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
249.548,249.722,78.118,145.012,17.101,1006.003,793.517,56,36.848,DETERMINISTIC_FALLBACK_NOT_UCI
393.586,0.0,0.0,166.615,0.0,1077.175,860.006,3,34.033,DETERMINISTIC_FALLBACK_NOT_UCI
293.375,313.257,164.233,135.23,17.554,835.064,768.929,56,56.659,DETERMINISTIC_FALLBACK_NOT_UCI
468.842,0.0,0.0,144.316,0.0,965.147,676.549,7,39.176,DETERMINISTIC_FALLBACK_NOT_UCI
492.018,0.0,0.0,228.488,13.904,995.066,771.332,14,33.04,DETERMINISTIC_FALLBACK_NOT_UCI
166.848,201.011,0.0,164.216,7.513,1097.462,741.93,90,27.629,DETERMINISTIC_FALLBACK_NOT_UCI
508.499,273.272,0.0,173.652,0.0,1121.962,669.001,28,54.209,DETERMINISTIC_FALLBACK_NOT_UCI
233.827,209.548,127.827,160.047,0.0,930.877,720.989,365,43.145,DETERMINISTIC_FALLBACK_NOT_UCI
337.577,61.379,165.854,224.391,2.239,820.139,889.946,28,29.275,DETERMINISTIC_FALLBACK_NOT_UCI
330.071,248.635,171.418,134.014,10.333,873.449,959.994,28,43.898,DETERMINISTIC_FALLBACK_NOT_UCI
478.5,49.787,114.391,196.573,0.0,956.415,696.923,14,45.401,DETERMINISTIC_FALLBACK_NOT_UCI
405.13,0.0,101.499,123.725,12.535,984.568,732.106,28,48.917,DETERMINISTIC_FALLBACK_NOT_UCI
531.154,240.638,135.903,198.567,31.136,1079.753,743.897,90,65.934,DETERMINISTIC_FALLBACK_NOT_UCI
376.113,167.704,0.0,191.661,14.954,1103.732,992.94,3,32.619,DETERMINISTIC_FALLBACK_NOT_UCI
257.965,287.986,0.0,193.662,0.0,825.735,728.168,14,26.389,DETERMINISTIC_FALLBACK_NOT_UCI
383.114,31.005,87.466,175.365,27.41,836.11,743.985,28,49.463,DETERMINISTIC_FALLBACK_NOT_UCI
262.199,95.88,181.569,153.779,0.0,1052.862,840.822,90,28.058,DETERMINISTIC_FALLBACK_NOT_UCI
348.79,0.0,107.558,160.075,25.44,1043.504,677.57,7,44.701,DETERMINISTIC_FALLBACK_NOT_UCI
249.784,0.0,61.847,168.711,0.0,892.076,824.447,28,19.043,DETERMINISTIC_FALLBACK_NOT_UCI
161.928,0.0,94.377,207.277,8.952,907.426,817.775,90,4.199,DETERMINISTIC_FALLBACK_NOT_UCI
236.283,144.206,0.0,183.462,11.51,936.38,889.832,14,10.265,DETERMINISTIC_FALLBACK_NOT_UCI
348.056,0.0,32.597,238.78,11.199,900.703,913.852,7,19.923,DETERMINISTIC_FALLBACK_NOT_UCI
228.765,339.676,0.0,138.374,0.0,1039.114,651.276,90,39.472,DETERMINISTIC_FALLBACK_NOT_UCI
451.879,343.334,186.852,161.671,0.0,1039.741,868.821,14,44.953,DETERMINISTIC_FALLBACK_NOT_UCI
242.627,110.234,0.0,169.525,6.149,1067.381,768.636,90,27.407,DETERMINISTIC_FALLBACK_NOT_UCI
339.521,69.847,113.7,242.116,0.0,951.784,819.532,28,23.93,DETERMINISTIC_FALLBACK_NOT_UCI
310.076,235.009,0.0,190.731,27.02,1048.178,683.323,14,37.836,DETERMINISTIC_FALLBACK_NOT_UCI
491.93,0.0,0.0,171.595,0.0,1113.897,711.855,1,25.298,DETERMINISTIC_FALLBACK_NOT_UCI
116.513,341.967,33.244,149.457,20.681,1030.663,888.047,28,19.922,DETERMINISTIC_FALLBACK_NOT_UCI
411.28,120.911,45.507,245.019,22.283,935.615,715.941,100,41.426,DETERMINISTIC_FALLBACK_NOT_UCI
230.5,148.414,105.103,232.097,0.0,845.73,964.917,28,11.785,DETERMINISTIC_FALLBACK_NOT_UCI
108.273,0.0,159.729,186.864,0.0,1042.517,607.461,56,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
157.192,342.312,36.95,131.384,18.433,949.61,786.938,7,15.564,DETERMINISTIC_FALLBACK_NOT_UCI
459.178,347.589,149.798,177.811,0.0,865.445,961.412,28,49.131,DETERMINISTIC_FALLBACK_NOT_UCI
330.698,0.0,171.456,152.742,0.0,980.499,948.464,180,39.457,DETERMINISTIC_FALLBACK_NOT_UCI
466.0,0.0,172.604,221.346,0.0,813.259,953.304,28,45.756,DETERMINISTIC_FALLBACK_NOT_UCI
288.501,0.0,0.0,153.39,23.162,1124.719,941.221,3,6.196,DETERMINISTIC_FALLBACK_NOT_UCI
468.456,0.0,52.832,246.396,0.0,971.979,853.17,28,36.942,DETERMINISTIC_FALLBACK_NOT_UCI
415.147,0.0,102.697,217.419,14.051,1087.771,845.388,28,40.766,DETERMINISTIC_FALLBACK_NOT_UCI
293.476,217.568,76.583,195.089,0.0,1007.518,761.947,3,17.484,DETERMINISTIC_FALLBACK_NOT_UCI
359.686,0.0,105.352,166.829,0.0,804.88,656.434,28,33.695,DETERMINISTIC_FALLBACK_NOT_UCI
378.259,0.0,44.128,194.111,4.209,1103.059,971.807,100,45.213,DETERMINISTIC_FALLBACK_NOT_UCI
471.051,0.0,0.0,169.251,3.643,1071.69,602.152,14,36.912,DETERMINISTIC_FALLBACK_NOT_UCI
343.439,0.0,0.0,130.606,0.0,1105.37,724.948,28,35.981,DETERMINISTIC_FALLBACK_NOT_UCI
405.767,76.992,164.808,220.718,0.0,881.216,739.319,1,13.91,DETERMINISTIC_FALLBACK_NOT_UCI
404.199,356.148,0.0,216.78,0.0,1043.177,968.553,56,49.843,DETERMINISTIC_FALLBACK_NOT_UCI
172.68,128.22,0.0,146.529,17.949,946.383,788.773,56,28.815,DETERMINISTIC_FALLBACK_NOT_UCI
223.008,71.003,126.768,161.423,0.0,916.219,693.008,28,25.693,DETERMINISTIC_FALLBACK_NOT_UCI
509.172,115.127,0.0,138.034,19.199,1103.63,708.725,3,39.987,DETERMINISTIC_FALLBACK_NOT_UCI
508.698,0.0,116.614,212.726,0.0,1107.521,729.551,28,56.371,DETERMINISTIC_FALLBACK_NOT_UCI
513.047,225.94,0.0,136.052,2.758,1080.395,628.243,90,59.267,DETERMINISTIC_FALLBACK_NOT_UCI
128.683,59.914,115.124,155.239,11.424,832.705,643.026,14,10.753,DETERMINISTIC_FALLBACK_NOT_UCI
277.679,0.0,118.739,162.462,8.908,894.247,857.589,100,35.26,DETERMINISTIC_FALLBACK_NOT_UCI
197.924,33.747,0.0,172.156,6.289,821.155,594.201,3,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
300.527,65.373,0.0,153.997,30.914,1111.075,912.816,90,32.406,DETERMINISTIC_FALLBACK_NOT_UCI
402.336,0.0,0.0,226.804,22.358,1055.626,780.313,180,43.094,DETERMINISTIC_FALLBACK_NOT_UCI
506.713,0.0,145.125,153.81,0.0,1110.154,879.22,28,49.713,DETERMINISTIC_FALLBACK_NOT_UCI
276.179,332.731,163.02,198.021,0.0,1069.909,968.781,3,23.19,DETERMINISTIC_FALLBACK_NOT_UCI
409.467,162.521,71.814,243.495,19.488,918.599,625.403,1,9.945,DETERMINISTIC_FALLBACK_NOT_UCI
331.526,282.346,0.0,213.278,5.933,931.711,926.003,28,31.768,DETERMINISTIC_FALLBACK_NOT_UCI
248.029,0.0,110.118,212.905,0.0,1037.662,675.245,56,14.974,DETERMINISTIC_FALLBACK_NOT_UCI
231.448,131.946,156.346,183.268,26.264,894.964,921.912,28,29.19,DETERMINISTIC_FALLBACK_NOT_UCI
339.056,176.965,160.491,242.255,0.0,1022.187,709.958,56,36.585,DETERMINISTIC_FALLBACK_NOT_UCI
213.37,346.108,86.407,199.282,0.0,1046.807,879.793,7,22.874,DETERMINISTIC_FALLBACK_NOT_UCI
417.408,0.0,0.0,203.958,24.474,1081.429,628.079,28,39.883,DETERMINISTIC_FALLBACK_NOT_UCI
501.696,0.0,148.178,156.81,17.876,1101.855,836.523,28,45.43,DETERMINISTIC_FALLBACK_NOT_UCI
330.194,0.0,0.0,191.243,31.864,973.003,617.827,28,36.387,DETERMINISTIC_FALLBACK_NOT_UCI
209.462,0.0,0.0,237.662,30.088,1081.587,969.858,28,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
206.771,0.0,162.835,225.273,15.481,811.756,885.276,7,5.249,DETERMINISTIC_FALLBACK_NOT_UCI
530.228,0.0,76.129,166.108,0.0,843.213,672.806,28,48.1,DETERMINISTIC_FALLBACK_NOT_UCI
256.626,171.155,108.166,212.026,12.989,1065.33,642.077,180,43.691,DETERMINISTIC_FALLBACK_NOT_UCI
267.211,254.712,101.02,204.36,14.998,1032.267,942.023,28,27.486,DETERMINISTIC_FALLBACK_NOT_UCI
141.716,178.759,0.0,234.417,30.779,1112.115,685.074,56,12.311,DETERMINISTIC_FALLBACK_NOT_UCI
232.927,0.0,32.405,171.366,31.195,955.84,722.272,28,19.819,DETERMINISTIC_FALLBACK_NOT_UCI
532.032,32.775,0.0,189.332,18.564,1090.514,771.036,14,53.805,DETERMINISTIC_FALLBACK_NOT_UCI
519.125,103.991,50.367,123.066,5.221,1078.848,901.624,14,43.135,DETERMINISTIC_FALLBACK_NOT_UCI
520.893,0.0,46.771,239.793,19.693,975.087,896.968,56,54.162,DETERMINISTIC_FALLBACK_NOT_UCI
147.594,0.0,0.0,127.895,13.04,1119.118,873.063,28,5.95,DETERMINISTIC_FALLBACK_NOT_UCI
431.97,159.578,44.613,135.571,0.0,1137.321,963.971,56,54.537,DETERMINISTIC_FALLBACK_NOT_UCI
264.501,41.236,0.0,229.4,18.366,889.467,631.889,28,18.884,DETERMINISTIC_FALLBACK_NOT_UCI
250.007,127.905,0.0,235.631,14.564,804.917,612.544,90,15.875,DETERMINISTIC_FALLBACK_NOT_UCI
135.625,0.0,0.0,140.059,0.0,1085.44,730.798,180,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
278.932,105.988,0.0,134.441,16.219,1064.861,725.714,100,31.044,DETERMINISTIC_FALLBACK_NOT_UCI
484.893,66.436,91.685,223.566,9.046,1016.231,618.742,56,46.155,DETERMINISTIC_FALLBACK_NOT_UCI
505.382,204.418,0.0,173.807,1.88,1051.398,629.319,56,50.78,DETERMINISTIC_FALLBACK_NOT_UCI
159.117,0.0,199.959,208.681,9.957,1110.249,641.859,7,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
534.686,0.0,169.073,215.106,31.742,1038.971,618.453,28,46.478,DETERMINISTIC_FALLBACK_NOT_UCI
228.268,233.59,0.0,217.044,29.836,1025.545,655.319,56,22.622,DETERMINISTIC_FALLBACK_NOT_UCI
487.077,0.0,115.163,132.034,0.0,857.287,740.846,1,35.309,DETERMINISTIC_FALLBACK_NOT_UCI
111.792,340.497,0.0,135.157,0.0,1103.531,673.698,100,16.807,DETERMINISTIC_FALLBACK_NOT_UCI
326.528,0.0,144.229,199.887,31.864,960.14,680.262,100,44.712,DETERMINISTIC_FALLBACK_NOT_UCI
148.354,32.252,0.0,219.204,11.427,969.49,852.052,14,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
449.439,0.0,30.284,212.552,0.0,1094.426,717.77,90,43.976,DETERMINISTIC_FALLBACK_NOT_UCI
230.123,0.0,164.19,153.408,27.982,1012.41,787.96,180,32.632,DETERMINISTIC_FALLBACK_NOT_UCI
194.187,93.627,0.0,172.988,11.756,1089.597,666.072,7,8.375,DETERMINISTIC_FALLBACK_NOT_UCI
128.062,0.0,139.738,160.658,0.0,808.317,754.659,1,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
360.505,0.0,131.72,165.337,0.0,1114.834,632.894,28,34.828,DETERMINISTIC_FALLBACK_NOT_UCI
520.924,0.0,20.522,145.66,22.252,1034.263,858.803,56,63.421,DETERMINISTIC_FALLBACK_NOT_UCI
517.37,318.622,21.149,241.702,0.0,1015.188,810.159,180,56.168,DETERMINISTIC_FALLBACK_NOT_UCI
397.932,312.024,177.832,242.716,0.0,1018.206,642.735,1,29.103,DETERMINISTIC_FALLBACK_NOT_UCI
407.629,0.0,141.483,159.982,16.531,809.152,771.371,7,24.07,DETERMINISTIC_FALLBACK_NOT_UCI
334.116,166.633,0.0,197.793,0.0,1029.88,670.455,28,31.12,DETERMINISTIC_FALLBACK_NOT_UCI
535.906,68.869,150.629,221.953,10.711,974.365,744.446,3,35.62,DETERMINISTIC_FALLBACK_NOT_UCI
452.651,0.0,0.0,240.092,9.661,943.221,660.771,1,27.798,DETERMINISTIC_FALLBACK_NOT_UCI
477.36,175.395,0.0,202.314,0.0,1119.43,887.694,14,41.378,DETERMINISTIC_FALLBACK_NOT_UCI
534.123,34.419,0.0,160.679,7.785,828.425,762.028,90,58.426,DETERMINISTIC_FALLBACK_NOT_UCI
397.906,0.0,0.0,145.708,20.199,1077.034,604.918,365,51.686,DETERMINISTIC_FALLBACK_NOT_UCI
193.633,0.0,0.0,217.406,8.262,921.114,989.809,365,9.776,DETERMINISTIC_FALLBACK_NOT_UCI
187.913,64.562,185.903,205.679,0.0,910.626,797.352,7,7.75,DETERMINISTIC_FALLBACK_NOT_UCI
129.695,139.215,192.211,143.108,0.0,1008.456,914.964,7,7.204,DETERMINISTIC_FALLBACK_NOT_UCI
410.247,0.0,0.0,132.221,20.163,836.556,724.526,180,52.621,DETERMINISTIC_FALLBACK_NOT_UCI
467.629,256.973,0.0,128.795,23.912,893.882,661.757,56,68.841,DETERMINISTIC_FALLBACK_NOT_UCI
379.521,341.354,47.814,216.373,17.043,1008.732,735.984,3,32.312,DETERMINISTIC_FALLBACK_NOT_UCI
367.881,92.892,96.899,239.154,19.211,895.402,952.447,28,38.071,DETERMINISTIC_FALLBACK_NOT_UCI
475.88,0.0,0.0,131.285,0.0,946.922,634.622,28,49.081,DETERMINISTIC_FALLBACK_NOT_UCI
330.068,0.0,0.0,232.112,17.966,949.404,611.187,3,15.403,DETERMINISTIC_FALLBACK_NOT_UCI
166.853,31.246,62.821,148.95,10.246,861.922,755.466,28,13.905,DETERMINISTIC_FALLBACK_NOT_UCI
505.805,214.399,185.444,174.348,13.308,1007.393,677.287,180,71.093,DETERMINISTIC_FALLBACK_NOT_UCI
435.249,58.056,94.07,169.649,0.0,873.584,771.665,90,51.391,DETERMINISTIC_FALLBACK_NOT_UCI
428.153,0.0,184.884,219.745,2.276,997.993,720.161,14,37.526,DETERMINISTIC_FALLBACK_NOT_UCI
180.141,0.0,0.0,220.981,0.0,999.109,828.438,56,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
283.239,0.0,0.0,170.71,21.729,1041.073,689.673,180,32.331,DETERMINISTIC_FALLBACK_NOT_UCI
487.42,245.318,0.0,132.784,20.583,874.939,842.42,56,57.86,DETERMINISTIC_FALLBACK_NOT_UCI
502.9,178.655,44.424,152.962,0.0,1037.893,947.716,28,44.974,DETERMINISTIC_FALLBACK_NOT_UCI
303.465,0.0,0.0,159.298,13.765,1086.007,745.05,56,35.947,DETERMINISTIC_FALLBACK_NOT_UCI
379.714,36.113,0.0,195.609,15.257,922.498,778.22,1,28.003,DETERMINISTIC_FALLBACK_NOT_UCI
536.677,0.0,0.0,231.018,4.963,935.215,899.725,3,42.474,DETERMINISTIC_FALLBACK_NOT_UCI
288.884,0.0,0.0,143.711,23.379,1062.629,820.128,28,29.726,DETERMINISTIC_FALLBACK_NOT_UCI
318.878,106.092,83.894,174.65,8.192,1103.133,673.862,14,28.525,DETERMINISTIC_FALLBACK_NOT_UCI
372.684,349.192,0.0,146.152,0.0,899.285,705.323,180,49.96,DETERMINISTIC_FALLBACK_NOT_UCI
142.613,0.0,0.0,152.03,25.156,861.229,608.975,14,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
512.298,301.058,0.0,224.597,10.78,1022.845,837.251,28,53.048,DETERMINISTIC_FALLBACK_NOT_UCI
394.422,0.0,0.0,242.565,6.009,976.222,710.48,1,13.458,DETERMINISTIC_FALLBACK_NOT_UCI
328.131,0.0,95.941,134.295,24.221,802.254,680.838,28,33.061,DETERMINISTIC_FALLBACK_NOT_UCI
170.447,0.0,0.0,213.923,15.975,842.218,899.652,56,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
276.777,351.379,137.61,178.912,21.021,951.111,789.845,365,61.774,DETERMINISTIC_FALLBACK_NOT_UCI
177.014,27.955,165.246,191.689,0.0,1095.406,735.739,3,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
434.492,0.0,0.0,212.782,26.372,991.042,791.956,14,39.754,DETERMINISTIC_FALLBACK_NOT_UCI
537.03,315.816,0.0,237.937,15.456,954.354,947.836,365,73.941,DETERMINISTIC_FALLBACK_NOT_UCI
469.953,250.533,0.0,202.778,22.947,807.989,731.053,28,49.966,DETERMINISTIC_FALLBACK_NOT_UCI
301.4,0.0,89.42,140.984,0.0,1132.059,720.977,3,14.656,DETERMINISTIC_FALLBACK_NOT_UCI
378.879,89.956,181.14,147.709,9.454,1059.229,681.518,365,60.819,DETERMINISTIC_FALLBACK_NOT_UCI
359.433,0.0,0.0,246.467,11.899,1133.566,768.336,14,30.908,DETERMINISTIC_FALLBACK_NOT_UCI
135.138,0.0,0.0,153.146,4.718,1037.431,974.254,28,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
440.318,0.0,0.0,204.375,0.0,876.244,747.057,56,38.508,DETERMINISTIC_FALLBACK_NOT_UCI
192.111,0.0,0.0,157.615,0.0,875.733,985.692,28,2.841,DETERMINISTIC_FALLBACK_NOT_UCI
174.528,221.578,0.0,162.742,0.0,978.088,972.296,7,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
355.237,0.0,0.0,185.464,7.838,1138.537,952.226,28,30.701,DETERMINISTIC_FALLBACK_NOT_UCI
273.18,0.0,77.646,155.218,17.382,942.171,802.869,28,25.829,DETERMINISTIC_FALLBACK_NOT_UCI
456.468,199.435,0.0,239.895,7.097,973.052,946.383,28,39.516,DETERMINISTIC_FALLBACK_NOT_UCI
274.134,0.0,0.0,175.097,0.0,935.984,661.951,28,17.437,DETERMINISTIC_FALLBACK_NOT_UCI
424.548,230.786,0.0,238.853,0.0,889.889,771.656,28,43.026,DETERMINISTIC_FALLBACK_NOT_UCI
377.823,239.711,170.115,127.054,0.0,805.391,661.469,28,42.064,DETERMINISTIC_FALLBACK_NOT_UCI
130.211,267.977,126.138,139.784,0.0,841.868,782.485,365,37.406,DETERMINISTIC_FALLBACK_NOT_UCI
319.785,0.0,162.451,197.774,15.032,1069.826,774.704,28,29.144,DETERMINISTIC_FALLBACK_NOT_UCI
496.335,320.502,96.649,237.402,24.584,960.402,624.682,28,55.269,DETERMINISTIC_FALLBACK_NOT_UCI
174.421,353.313,0.0,198.876,13.424,1001.396,981.712,28,20.292,DETERMINISTIC_FALLBACK_NOT_UCI
253.993,0.0,0.0,139.383,11.608,1043.142,836.2,28,25.336,DETERMINISTIC_FALLBACK_NOT_UCI
394.494,0.0,0.0,158.271,25.354,1098.313,944.276,1,25.14,DETERMINISTIC_FALLBACK_NOT_UCI
321.922,0.0,0.0,193.319,9.417,1083.354,805.448,56,28.118,DETERMINISTIC_FALLBACK_NOT_UCI
295.809,232.817,138.808,148.93,2.182,814.974,598.638,28,36.855,DETERMINISTIC_FALLBACK_NOT_UCI
214.213,0.0,32.382,202.098,7.483,1009.743,599.084,90,9.813,DETERMINISTIC_FALLBACK_NOT_UCI
258.434,0.0,0.0,185.533,0.0,1099.737,759.39,14,5.715,DETERMINISTIC_FALLBACK_NOT_UCI
319.736,170.448,104.038,169.656,18.543,1096.864,933.699,56,45.067,DETERMINISTIC_FALLBACK_NOT_UCI
289.27,0.0,54.016,199.08,0.0,1031.014,895.089,28,15.489,DETERMINISTIC_FALLBACK_NOT_UCI
106.229,70.398,185.086,203.492,0.0,909.849,853.554,28,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
217.025,129.836,180.672,187.204,0.0,1077.539,635.79,28,26.874,DETERMINISTIC_FALLBACK_NOT_UCI
261.213,288.526,0.0,224.875,15.302,999.825,804.033,56,30.906,DETERMINISTIC_FALLBACK_NOT_UCI
443.865,51.564,0.0,204.465,0.0,957.118,883.626,28,38.112,DETERMINISTIC_FALLBACK_NOT_UCI
413.868,0.0,0.0,233.974,11.124,892.074,924.847,28,22.761,DETERMINISTIC_FALLBACK_NOT_UCI
121.773,309.473,113.24,128.064,9.48,904.772,725.834,3,18.824,DETERMINISTIC_FALLBACK_NOT_UCI
269.498,0.0,0.0,188.05,0.0,931.232,669.449,1,4.655,DETERMINISTIC_FALLBACK_NOT_UCI
531.307,329.415,0.0,130.506,28.584,983.729,608.866,90,71.671,DETERMINISTIC_FALLBACK_NOT_UCI
315.029,22.847,0.0,204.992,0.0,1116.707,965.168,28,17.967,DETERMINISTIC_FALLBACK_NOT_UCI
528.987,273.403,84.575,163.465,0.0,1104.767,628.752,28,53.207,DETERMINISTIC_FALLBACK_NOT_UCI
287.367,0.0,119.76,132.198,10.481,976.426,797.103,7,19.823,DETERMINISTIC_FALLBACK_NOT_UCI
353.984,0.0,0.0,123.959,3.061,898.231,609.403,28,34.774,DETERMINISTIC_FALLBACK_NOT_UCI
340.131,135.537,70.025,213.785,14.37,1028.995,647.012,28,32.793,DETERMINISTIC_FALLBACK_NOT_UCI
317.157,61.627,0.0,225.362,2.6,1062.26,858.72,28,27.334,DETERMINISTIC_FALLBACK_NOT_UCI
168.618,0.0,0.0,222.619,28.577,1029.924,856.965,28,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
141.003,355.126,89.889,201.728,11.479,894.38,638.162,365,44.584,DETERMINISTIC_FALLBACK_NOT_UCI
206.322,20.358,33.241,191.56,18.487,956.888,797.529,7,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
239.297,0.0,0.0,135.293,0.0,1124.199,772.23,7,14.669,DETERMINISTIC_FALLBACK_NOT_UCI
480.517,240.718,40.753,235.441,0.0,1075.186,638.271,28,58.288,DETERMINISTIC_FALLBACK_NOT_UCI
370.653,188.867,0.0,188.64,26.643,1125.281,643.491,7,31.932,DETERMINISTIC_FALLBACK_NOT_UCI
139.197,0.0,141.777,196.8,7.058,925.104,669.58,56,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
127.414,0.0,36.507,214.954,3.818,898.249,853.866,7,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
124.892,0.0,139.251,163.973,26.548,953.194,804.623,365,12.951,DETERMINISTIC_FALLBACK_NOT_UCI
161.903,0.0,0.0,187.714,13.185,1139.191,943.49,14,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
120.392,109.221,130.908,233.311,13.073,961.053,726.957,90,10.125,DETERMINISTIC_FALLBACK_NOT_UCI
134.456,105.27,23.401,221.342,0.0,910.416,988.981,28,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
170.174,0.0,0.0,177.228,5.436,853.803,958.553,14,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
166.209,0.0,39.916,216.665,0.0,883.545,853.041,180,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
246.625,29.695,169.892,128.227,14.167,876.906,717.594,28,34.399,DETERMINISTIC_FALLBACK_NOT_UCI
171.47,228.059,0.0,246.885,0.0,970.656,790.206,56,13.93,DETERMINISTIC_FALLBACK_NOT_UCI
288.571,0.0,0.0,153.205,9.97,1113.005,932.463,365,38.214,DETERMINISTIC_FALLBACK_NOT_UCI
281.797,19.821,94.654,245.024,0.0,1124.351,613.951,28,7.307,DETERMINISTIC_FALLBACK_NOT_UCI
341.312,0.0,133.791,196.918,0.0,1133.956,751.547,28,32.587,DETERMINISTIC_FALLBACK_NOT_UCI
308.564,0.0,0.0,195.075,29.751,1085.272,838.395,56,27.704,DETERMINISTIC_FALLBACK_NOT_UCI
294.556,64.154,0.0,177.19,0.0,1029.563,753.747,365,32.976,DETERMINISTIC_FALLBACK_NOT_UCI
128.339,0.0,0.0,159.176,7.174,953.026,785.894,90,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
317.39,0.0,43.709,140.084,0.0,982.841,751.184,28,19.77,DETERMINISTIC_FALLBACK_NOT_UCI
426.237,343.132,114.796,192.602,0.0,1121.37,596.811,180,63.041,DETERMINISTIC_FALLBACK_NOT_UCI
455.402,144.562,42.794,230.919,0.0,940.849,625.461,28,41.229,DETERMINISTIC_FALLBACK_NOT_UCI
475.794,0.0,0.0,174.021,0.0,1058.733,682.31,1,36.659,DETERMINISTIC_FALLBACK_NOT_UCI
450.652,0.0,0.0,199.672,12.691,818.037,802.027,28,33.909,DETERMINISTIC_FALLBACK_NOT_UCI
107.477,122.083,0.0,191.485,7.845,912.111,833.804,3,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
384.893,0.0,39.728,221.258,10.301,972.205,824.243,28,28.107,DETERMINISTIC_FALLBACK_NOT_UCI
182.184,256.272,0.0,203.24,22.299,1144.134,851.07,7,15.332,DETERMINISTIC_FALLBACK_NOT_UCI
327.256,0.0,0.0,162.9,0.0,839.043,752.167,180,44.379,DETERMINISTIC_FALLBACK_NOT_UCI
335.772,0.0,0.0,204.598,24.338,996.696,675.956,14,26.276,DETERMINISTIC_FALLBACK_NOT_UCI
472.629,205.88,74.054,122.312,17.595,872.893,767.621,365,71.822,DETERMINISTIC_FALLBACK_NOT_UCI
272.865,170.756,154.519,212.79,16.342,916.237,893.119,28,29.525,DETERMINISTIC_FALLBACK_NOT_UCI
377.463,0.0,54.172,210.82,29.875,979.568,933.486,28,39.629,DETERMINISTIC_FALLBACK_NOT_UCI
389.615,155.757,0.0,245.207,18.674,925.225,762.011,28,39.922,DETERMINISTIC_FALLBACK_NOT_UCI
438.809,0.0,0.0,124.12,0.0,946.928,847.049,90,47.874,DETERMINISTIC_FALLBACK_NOT_UCI
490.918,295.008,0.0,185.168,29.657,849.941,803.26,28,59.722,DETERMINISTIC_FALLBACK_NOT_UCI
179.767,28.283,0.0,193.346,29.399,855.928,755.101,3,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
139.382,0.0,32.416,192.745,23.998,1023.951,842.812,28,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
493.139,129.665,123.901,193.527,6.178,1087.54,969.455,14,51.847,DETERMINISTIC_FALLBACK_NOT_UCI
208.041,0.0,61.128,246.346,12.9,940.852,695.884,7,2.3,DETERMINISTIC_FALLBACK_NOT_UCI
